"","Var1","Freq"
"1","3",4413
"2","4",653
"3","5",553
"4","6",967
"5","7",1071
"6","8",1050
"7","9",1032
"8","10",1298
"9","11",1409
"10","12",1808
"11","13",3295
"12","14",15610
"13","15",133300
