"","Var1","Freq"
"1","Blast",276
"2","Blow(s)",15495
"3","Burn",357
"4","Crush",2108
"5","Fall less than 2m",179198
"6","Fall more than 2m",40461
"7","Other",6544
"8","Shooting",837
"9","Stabbing",7112
"10","Vehicle incident/collision",67261
"11","(Missing)",1
