"","Var1","Freq"
"1","Associate Specialist",1
"2","Consultant",18
"3","FY/ST 1-2/Trust grade",17
"4","Not Known",44
"5","ST  N/K",20
"6","ST3",4
"7","ST5",6
"8","(Missing)",319540
