"","Var1","Freq"
"1","0",61
"2","3",8490
"3","4",1304
"4","5",1137
"5","6",1880
"6","7",2004
"7","8",2053
"8","9",1897
"9","10",2363
"10","11",2500
"11","12",3192
"12","13",5848
"13","14",26146
"14","15",175583
"15","27",2
