"","Var1","Freq"
"1","Blood/Plasma reduced cells",478
"2","Cryoprecipitate",2
"3","FFP",36
"4","Fibrinogen Concentrate",1
"5","Freeze dried plasma",1
"6","Not Recorded",6
"7","Platelets",2
"8","Prothrombin Complex Concentrate (Beri/Octoplex)",19
"9","(Missing)",165914
